img,label
D:/study/iris/CASIA-Iris-Thousand\126\L\S5126L04.jpg,126
D:/study/iris/CASIA-Iris-Thousand\902\R\S5902R09.jpg,902
D:/study/iris/CASIA-Iris-Thousand\493\R\S5493R02.jpg,493
D:/study/iris/CASIA-Iris-Thousand\606\L\S5606L06.jpg,606
D:/study/iris/CASIA-Iris-Thousand\468\R\S5468R00.jpg,468
D:/study/iris/CASIA-Iris-Thousand\542\L\S5542L04.jpg,542
D:/study/iris/CASIA-Iris-Thousand\682\R\S5682R00.jpg,682
D:/study/iris/CASIA-Iris-Thousand\483\R\S5483R01.jpg,483
D:/study/iris/CASIA-Iris-Thousand\413\R\S5413R04.jpg,413
D:/study/iris/CASIA-Iris-Thousand\797\L\S5797L09.jpg,797
D:/study/iris/CASIA-Iris-Thousand\895\R\S5895R05.jpg,895
D:/study/iris/CASIA-Iris-Thousand\320\R\S5320R00.jpg,320
D:/study/iris/CASIA-Iris-Thousand\079\R\S5079R07.jpg,79
D:/study/iris/CASIA-Iris-Thousand\077\R\S5077R05.jpg,77
D:/study/iris/CASIA-Iris-Thousand\519\R\S5519R03.jpg,519
D:/study/iris/CASIA-Iris-Thousand\697\L\S5697L05.jpg,697
D:/study/iris/CASIA-Iris-Thousand\677\R\S5677R05.jpg,677
D:/study/iris/CASIA-Iris-Thousand\708\R\S5708R02.jpg,708
D:/study/iris/CASIA-Iris-Thousand\659\R\S5659R01.jpg,659
D:/study/iris/CASIA-Iris-Thousand\033\R\S5033R07.jpg,33
D:/study/iris/CASIA-Iris-Thousand\695\L\S5695L06.jpg,695
D:/study/iris/CASIA-Iris-Thousand\197\R\S5197R01.jpg,197
D:/study/iris/CASIA-Iris-Thousand\227\R\S5227R01.jpg,227
D:/study/iris/CASIA-Iris-Thousand\001\L\S5001L07.jpg,1
D:/study/iris/CASIA-Iris-Thousand\467\L\S5467L08.jpg,467
D:/study/iris/CASIA-Iris-Thousand\556\R\S5556R06.jpg,556
D:/study/iris/CASIA-Iris-Thousand\367\L\S5367L04.jpg,367
D:/study/iris/CASIA-Iris-Thousand\524\L\S5524L02.jpg,524
D:/study/iris/CASIA-Iris-Thousand\405\L\S5405L03.jpg,405
D:/study/iris/CASIA-Iris-Thousand\456\R\S5456R02.jpg,456
D:/study/iris/CASIA-Iris-Thousand\924\L\S5924L01.jpg,924
D:/study/iris/CASIA-Iris-Thousand\890\R\S5890R04.jpg,890
D:/study/iris/CASIA-Iris-Thousand\548\R\S5548R08.jpg,548
D:/study/iris/CASIA-Iris-Thousand\217\R\S5217R04.jpg,217
D:/study/iris/CASIA-Iris-Thousand\933\L\S5933L01.jpg,933
D:/study/iris/CASIA-Iris-Thousand\613\L\S5613L01.jpg,613
D:/study/iris/CASIA-Iris-Thousand\344\R\S5344R02.jpg,344
D:/study/iris/CASIA-Iris-Thousand\337\R\S5337R04.jpg,337
D:/study/iris/CASIA-Iris-Thousand\924\L\S5924L00.jpg,924
D:/study/iris/CASIA-Iris-Thousand\331\R\S5331R00.jpg,331
D:/study/iris/CASIA-Iris-Thousand\384\L\S5384L08.jpg,384
D:/study/iris/CASIA-Iris-Thousand\280\L\S5280L01.jpg,280
D:/study/iris/CASIA-Iris-Thousand\282\L\S5282L08.jpg,282
D:/study/iris/CASIA-Iris-Thousand\894\R\S5894R02.jpg,894
D:/study/iris/CASIA-Iris-Thousand\523\R\S5523R08.jpg,523
D:/study/iris/CASIA-Iris-Thousand\682\L\S5682L05.jpg,682
D:/study/iris/CASIA-Iris-Thousand\206\R\S5206R02.jpg,206
D:/study/iris/CASIA-Iris-Thousand\862\R\S5862R09.jpg,862
D:/study/iris/CASIA-Iris-Thousand\529\L\S5529L01.jpg,529
D:/study/iris/CASIA-Iris-Thousand\819\R\S5819R07.jpg,819
D:/study/iris/CASIA-Iris-Thousand\239\L\S5239L09.jpg,239
D:/study/iris/CASIA-Iris-Thousand\265\R\S5265R05.jpg,265
D:/study/iris/CASIA-Iris-Thousand\529\R\S5529R00.jpg,529
D:/study/iris/CASIA-Iris-Thousand\389\L\S5389L08.jpg,389
D:/study/iris/CASIA-Iris-Thousand\053\R\S5053R08.jpg,53
D:/study/iris/CASIA-Iris-Thousand\977\L\S5977L05.jpg,977
D:/study/iris/CASIA-Iris-Thousand\077\L\S5077L06.jpg,77
D:/study/iris/CASIA-Iris-Thousand\277\L\S5277L00.jpg,277
D:/study/iris/CASIA-Iris-Thousand\909\R\S5909R02.jpg,909
D:/study/iris/CASIA-Iris-Thousand\064\L\S5064L06.jpg,64
D:/study/iris/CASIA-Iris-Thousand\437\L\S5437L08.jpg,437
D:/study/iris/CASIA-Iris-Thousand\621\L\S5621L02.jpg,621
D:/study/iris/CASIA-Iris-Thousand\575\L\S5575L05.jpg,575
D:/study/iris/CASIA-Iris-Thousand\892\L\S5892L03.jpg,892
D:/study/iris/CASIA-Iris-Thousand\169\R\S5169R06.jpg,169
D:/study/iris/CASIA-Iris-Thousand\082\R\S5082R09.jpg,82
D:/study/iris/CASIA-Iris-Thousand\384\L\S5384L05.jpg,384
D:/study/iris/CASIA-Iris-Thousand\976\L\S5976L02.jpg,976
D:/study/iris/CASIA-Iris-Thousand\945\R\S5945R00.jpg,945
D:/study/iris/CASIA-Iris-Thousand\850\L\S5850L03.jpg,850
D:/study/iris/CASIA-Iris-Thousand\345\R\S5345R09.jpg,345
D:/study/iris/CASIA-Iris-Thousand\793\R\S5793R04.jpg,793
D:/study/iris/CASIA-Iris-Thousand\874\R\S5874R08.jpg,874
D:/study/iris/CASIA-Iris-Thousand\163\R\S5163R07.jpg,163
D:/study/iris/CASIA-Iris-Thousand\700\R\S5700R05.jpg,700
D:/study/iris/CASIA-Iris-Thousand\960\L\S5960L00.jpg,960
D:/study/iris/CASIA-Iris-Thousand\947\L\S5947L09.jpg,947
D:/study/iris/CASIA-Iris-Thousand\356\L\S5356L09.jpg,356
D:/study/iris/CASIA-Iris-Thousand\990\L\S5990L01.jpg,990
D:/study/iris/CASIA-Iris-Thousand\277\R\S5277R01.jpg,277
D:/study/iris/CASIA-Iris-Thousand\872\R\S5872R07.jpg,872
D:/study/iris/CASIA-Iris-Thousand\126\L\S5126L08.jpg,126
D:/study/iris/CASIA-Iris-Thousand\790\L\S5790L06.jpg,790
D:/study/iris/CASIA-Iris-Thousand\046\R\S5046R01.jpg,46
D:/study/iris/CASIA-Iris-Thousand\708\L\S5708L02.jpg,708
D:/study/iris/CASIA-Iris-Thousand\743\L\S5743L03.jpg,743
D:/study/iris/CASIA-Iris-Thousand\623\R\S5623R01.jpg,623
D:/study/iris/CASIA-Iris-Thousand\362\R\S5362R03.jpg,362
D:/study/iris/CASIA-Iris-Thousand\553\L\S5553L02.jpg,553
D:/study/iris/CASIA-Iris-Thousand\131\L\S5131L07.jpg,131
D:/study/iris/CASIA-Iris-Thousand\170\R\S5170R01.jpg,170
D:/study/iris/CASIA-Iris-Thousand\996\R\S5996R04.jpg,996
D:/study/iris/CASIA-Iris-Thousand\161\R\S5161R04.jpg,161
D:/study/iris/CASIA-Iris-Thousand\475\R\S5475R05.jpg,475
D:/study/iris/CASIA-Iris-Thousand\648\R\S5648R05.jpg,648
D:/study/iris/CASIA-Iris-Thousand\766\L\S5766L07.jpg,766
D:/study/iris/CASIA-Iris-Thousand\672\L\S5672L03.jpg,672
D:/study/iris/CASIA-Iris-Thousand\559\R\S5559R03.jpg,559
D:/study/iris/CASIA-Iris-Thousand\561\R\S5561R09.jpg,561
D:/study/iris/CASIA-Iris-Thousand\422\L\S5422L02.jpg,422
D:/study/iris/CASIA-Iris-Thousand\267\R\S5267R02.jpg,267
D:/study/iris/CASIA-Iris-Thousand\181\L\S5181L05.jpg,181
D:/study/iris/CASIA-Iris-Thousand\014\L\S5014L06.jpg,14
D:/study/iris/CASIA-Iris-Thousand\754\R\S5754R01.jpg,754
D:/study/iris/CASIA-Iris-Thousand\937\R\S5937R06.jpg,937
D:/study/iris/CASIA-Iris-Thousand\656\R\S5656R01.jpg,656
D:/study/iris/CASIA-Iris-Thousand\683\L\S5683L05.jpg,683
D:/study/iris/CASIA-Iris-Thousand\164\L\S5164L07.jpg,164
D:/study/iris/CASIA-Iris-Thousand\404\L\S5404L02.jpg,404
D:/study/iris/CASIA-Iris-Thousand\738\L\S5738L05.jpg,738
D:/study/iris/CASIA-Iris-Thousand\619\L\S5619L07.jpg,619
D:/study/iris/CASIA-Iris-Thousand\221\R\S5221R07.jpg,221
D:/study/iris/CASIA-Iris-Thousand\757\L\S5757L06.jpg,757
D:/study/iris/CASIA-Iris-Thousand\887\L\S5887L02.jpg,887
D:/study/iris/CASIA-Iris-Thousand\975\R\S5975R00.jpg,975
D:/study/iris/CASIA-Iris-Thousand\920\L\S5920L01.jpg,920
D:/study/iris/CASIA-Iris-Thousand\043\L\S5043L07.jpg,43
D:/study/iris/CASIA-Iris-Thousand\074\R\S5074R09.jpg,74
D:/study/iris/CASIA-Iris-Thousand\333\R\S5333R09.jpg,333
D:/study/iris/CASIA-Iris-Thousand\148\L\S5148L00.jpg,148
D:/study/iris/CASIA-Iris-Thousand\951\L\S5951L06.jpg,951
D:/study/iris/CASIA-Iris-Thousand\214\R\S5214R08.jpg,214
D:/study/iris/CASIA-Iris-Thousand\374\L\S5374L06.jpg,374
D:/study/iris/CASIA-Iris-Thousand\927\L\S5927L03.jpg,927
D:/study/iris/CASIA-Iris-Thousand\192\R\S5192R07.jpg,192
D:/study/iris/CASIA-Iris-Thousand\436\R\S5436R01.jpg,436
D:/study/iris/CASIA-Iris-Thousand\848\R\S5848R04.jpg,848
D:/study/iris/CASIA-Iris-Thousand\473\L\S5473L02.jpg,473
D:/study/iris/CASIA-Iris-Thousand\147\L\S5147L03.jpg,147
D:/study/iris/CASIA-Iris-Thousand\716\R\S5716R03.jpg,716
D:/study/iris/CASIA-Iris-Thousand\862\L\S5862L04.jpg,862
D:/study/iris/CASIA-Iris-Thousand\181\L\S5181L09.jpg,181
D:/study/iris/CASIA-Iris-Thousand\756\L\S5756L01.jpg,756
D:/study/iris/CASIA-Iris-Thousand\192\R\S5192R09.jpg,192
D:/study/iris/CASIA-Iris-Thousand\609\L\S5609L06.jpg,609
D:/study/iris/CASIA-Iris-Thousand\873\R\S5873R06.jpg,873
D:/study/iris/CASIA-Iris-Thousand\971\R\S5971R04.jpg,971
D:/study/iris/CASIA-Iris-Thousand\379\L\S5379L08.jpg,379
D:/study/iris/CASIA-Iris-Thousand\100\R\S5100R04.jpg,100
D:/study/iris/CASIA-Iris-Thousand\740\L\S5740L02.jpg,740
D:/study/iris/CASIA-Iris-Thousand\303\L\S5303L02.jpg,303
D:/study/iris/CASIA-Iris-Thousand\472\R\S5472R05.jpg,472
D:/study/iris/CASIA-Iris-Thousand\318\R\S5318R08.jpg,318
D:/study/iris/CASIA-Iris-Thousand\020\R\S5020R04.jpg,20
D:/study/iris/CASIA-Iris-Thousand\066\R\S5066R04.jpg,66
D:/study/iris/CASIA-Iris-Thousand\933\L\S5933L03.jpg,933
D:/study/iris/CASIA-Iris-Thousand\985\L\S5985L07.jpg,985
D:/study/iris/CASIA-Iris-Thousand\959\R\S5959R06.jpg,959
D:/study/iris/CASIA-Iris-Thousand\633\L\S5633L08.jpg,633
D:/study/iris/CASIA-Iris-Thousand\930\R\S5930R06.jpg,930
D:/study/iris/CASIA-Iris-Thousand\446\L\S5446L07.jpg,446
D:/study/iris/CASIA-Iris-Thousand\678\R\S5678R02.jpg,678
D:/study/iris/CASIA-Iris-Thousand\098\R\S5098R02.jpg,98
D:/study/iris/CASIA-Iris-Thousand\122\L\S5122L06.jpg,122
D:/study/iris/CASIA-Iris-Thousand\466\L\S5466L03.jpg,466
D:/study/iris/CASIA-Iris-Thousand\659\L\S5659L00.jpg,659
D:/study/iris/CASIA-Iris-Thousand\029\R\S5029R03.jpg,29
D:/study/iris/CASIA-Iris-Thousand\132\L\S5132L08.jpg,132
D:/study/iris/CASIA-Iris-Thousand\969\L\S5969L07.jpg,969
D:/study/iris/CASIA-Iris-Thousand\697\L\S5697L07.jpg,697
D:/study/iris/CASIA-Iris-Thousand\770\R\S5770R00.jpg,770
D:/study/iris/CASIA-Iris-Thousand\954\L\S5954L02.jpg,954
D:/study/iris/CASIA-Iris-Thousand\078\L\S5078L00.jpg,78
D:/study/iris/CASIA-Iris-Thousand\164\R\S5164R01.jpg,164
D:/study/iris/CASIA-Iris-Thousand\736\R\S5736R02.jpg,736
D:/study/iris/CASIA-Iris-Thousand\398\L\S5398L09.jpg,398
D:/study/iris/CASIA-Iris-Thousand\628\R\S5628R01.jpg,628
D:/study/iris/CASIA-Iris-Thousand\445\R\S5445R02.jpg,445
D:/study/iris/CASIA-Iris-Thousand\957\R\S5957R06.jpg,957
D:/study/iris/CASIA-Iris-Thousand\600\L\S5600L00.jpg,600
D:/study/iris/CASIA-Iris-Thousand\241\L\S5241L03.jpg,241
D:/study/iris/CASIA-Iris-Thousand\885\L\S5885L02.jpg,885
D:/study/iris/CASIA-Iris-Thousand\262\L\S5262L06.jpg,262
D:/study/iris/CASIA-Iris-Thousand\807\R\S5807R03.jpg,807
D:/study/iris/CASIA-Iris-Thousand\861\L\S5861L02.jpg,861
D:/study/iris/CASIA-Iris-Thousand\135\L\S5135L01.jpg,135
D:/study/iris/CASIA-Iris-Thousand\705\R\S5705R00.jpg,705
D:/study/iris/CASIA-Iris-Thousand\135\L\S5135L08.jpg,135
D:/study/iris/CASIA-Iris-Thousand\317\L\S5317L01.jpg,317
D:/study/iris/CASIA-Iris-Thousand\939\R\S5939R07.jpg,939
D:/study/iris/CASIA-Iris-Thousand\398\L\S5398L02.jpg,398
D:/study/iris/CASIA-Iris-Thousand\977\L\S5977L06.jpg,977
D:/study/iris/CASIA-Iris-Thousand\331\L\S5331L06.jpg,331
D:/study/iris/CASIA-Iris-Thousand\147\R\S5147R04.jpg,147
D:/study/iris/CASIA-Iris-Thousand\970\R\S5970R09.jpg,970
D:/study/iris/CASIA-Iris-Thousand\659\L\S5659L08.jpg,659
D:/study/iris/CASIA-Iris-Thousand\806\R\S5806R03.jpg,806
D:/study/iris/CASIA-Iris-Thousand\159\R\S5159R08.jpg,159
D:/study/iris/CASIA-Iris-Thousand\025\R\S5025R06.jpg,25
D:/study/iris/CASIA-Iris-Thousand\639\L\S5639L08.jpg,639
D:/study/iris/CASIA-Iris-Thousand\995\R\S5995R00.jpg,995
D:/study/iris/CASIA-Iris-Thousand\495\L\S5495L00.jpg,495
D:/study/iris/CASIA-Iris-Thousand\240\R\S5240R08.jpg,240
D:/study/iris/CASIA-Iris-Thousand\139\R\S5139R03.jpg,139
D:/study/iris/CASIA-Iris-Thousand\782\L\S5782L02.jpg,782
D:/study/iris/CASIA-Iris-Thousand\583\R\S5583R00.jpg,583
D:/study/iris/CASIA-Iris-Thousand\018\L\S5018L03.jpg,18
D:/study/iris/CASIA-Iris-Thousand\528\R\S5528R09.jpg,528
D:/study/iris/CASIA-Iris-Thousand\207\L\S5207L03.jpg,207
D:/study/iris/CASIA-Iris-Thousand\423\L\S5423L06.jpg,423
D:/study/iris/CASIA-Iris-Thousand\588\R\S5588R00.jpg,588
D:/study/iris/CASIA-Iris-Thousand\173\R\S5173R02.jpg,173
D:/study/iris/CASIA-Iris-Thousand\241\R\S5241R02.jpg,241
D:/study/iris/CASIA-Iris-Thousand\370\L\S5370L09.jpg,370
D:/study/iris/CASIA-Iris-Thousand\026\L\S5026L07.jpg,26
D:/study/iris/CASIA-Iris-Thousand\527\R\S5527R06.jpg,527
D:/study/iris/CASIA-Iris-Thousand\534\L\S5534L07.jpg,534
D:/study/iris/CASIA-Iris-Thousand\612\R\S5612R05.jpg,612
D:/study/iris/CASIA-Iris-Thousand\596\R\S5596R08.jpg,596
D:/study/iris/CASIA-Iris-Thousand\756\R\S5756R01.jpg,756
D:/study/iris/CASIA-Iris-Thousand\517\R\S5517R01.jpg,517
D:/study/iris/CASIA-Iris-Thousand\017\R\S5017R09.jpg,17
D:/study/iris/CASIA-Iris-Thousand\874\R\S5874R00.jpg,874
D:/study/iris/CASIA-Iris-Thousand\379\R\S5379R03.jpg,379
D:/study/iris/CASIA-Iris-Thousand\410\L\S5410L00.jpg,410
D:/study/iris/CASIA-Iris-Thousand\661\R\S5661R00.jpg,661
D:/study/iris/CASIA-Iris-Thousand\953\L\S5953L08.jpg,953
D:/study/iris/CASIA-Iris-Thousand\843\L\S5843L09.jpg,843
D:/study/iris/CASIA-Iris-Thousand\292\L\S5292L05.jpg,292
D:/study/iris/CASIA-Iris-Thousand\672\L\S5672L01.jpg,672
D:/study/iris/CASIA-Iris-Thousand\222\L\S5222L03.jpg,222
D:/study/iris/CASIA-Iris-Thousand\024\R\S5024R02.jpg,24
D:/study/iris/CASIA-Iris-Thousand\885\L\S5885L04.jpg,885
D:/study/iris/CASIA-Iris-Thousand\818\L\S5818L08.jpg,818
D:/study/iris/CASIA-Iris-Thousand\900\L\S5900L02.jpg,900
D:/study/iris/CASIA-Iris-Thousand\208\R\S5208R04.jpg,208
D:/study/iris/CASIA-Iris-Thousand\516\L\S5516L00.jpg,516
D:/study/iris/CASIA-Iris-Thousand\699\R\S5699R08.jpg,699
D:/study/iris/CASIA-Iris-Thousand\581\L\S5581L03.jpg,581
D:/study/iris/CASIA-Iris-Thousand\440\L\S5440L05.jpg,440
D:/study/iris/CASIA-Iris-Thousand\960\L\S5960L08.jpg,960
D:/study/iris/CASIA-Iris-Thousand\821\R\S5821R07.jpg,821
D:/study/iris/CASIA-Iris-Thousand\729\L\S5729L00.jpg,729
D:/study/iris/CASIA-Iris-Thousand\366\R\S5366R09.jpg,366
D:/study/iris/CASIA-Iris-Thousand\467\R\S5467R02.jpg,467
D:/study/iris/CASIA-Iris-Thousand\408\L\S5408L06.jpg,408
D:/study/iris/CASIA-Iris-Thousand\911\L\S5911L03.jpg,911
D:/study/iris/CASIA-Iris-Thousand\517\L\S5517L04.jpg,517
D:/study/iris/CASIA-Iris-Thousand\368\L\S5368L03.jpg,368
D:/study/iris/CASIA-Iris-Thousand\694\R\S5694R08.jpg,694
D:/study/iris/CASIA-Iris-Thousand\685\R\S5685R00.jpg,685
D:/study/iris/CASIA-Iris-Thousand\822\L\S5822L04.jpg,822
D:/study/iris/CASIA-Iris-Thousand\946\R\S5946R04.jpg,946
D:/study/iris/CASIA-Iris-Thousand\394\R\S5394R00.jpg,394
D:/study/iris/CASIA-Iris-Thousand\153\L\S5153L05.jpg,153
D:/study/iris/CASIA-Iris-Thousand\641\R\S5641R02.jpg,641
D:/study/iris/CASIA-Iris-Thousand\503\R\S5503R08.jpg,503
D:/study/iris/CASIA-Iris-Thousand\104\L\S5104L01.jpg,104
D:/study/iris/CASIA-Iris-Thousand\651\L\S5651L00.jpg,651
D:/study/iris/CASIA-Iris-Thousand\184\L\S5184L02.jpg,184
D:/study/iris/CASIA-Iris-Thousand\689\L\S5689L02.jpg,689
D:/study/iris/CASIA-Iris-Thousand\122\R\S5122R07.jpg,122
D:/study/iris/CASIA-Iris-Thousand\922\L\S5922L01.jpg,922
D:/study/iris/CASIA-Iris-Thousand\583\R\S5583R03.jpg,583
D:/study/iris/CASIA-Iris-Thousand\026\L\S5026L08.jpg,26
D:/study/iris/CASIA-Iris-Thousand\874\R\S5874R05.jpg,874
D:/study/iris/CASIA-Iris-Thousand\369\L\S5369L02.jpg,369
D:/study/iris/CASIA-Iris-Thousand\296\L\S5296L00.jpg,296
D:/study/iris/CASIA-Iris-Thousand\581\R\S5581R00.jpg,581
D:/study/iris/CASIA-Iris-Thousand\752\L\S5752L07.jpg,752
D:/study/iris/CASIA-Iris-Thousand\627\L\S5627L02.jpg,627
D:/study/iris/CASIA-Iris-Thousand\126\L\S5126L01.jpg,126
D:/study/iris/CASIA-Iris-Thousand\897\R\S5897R04.jpg,897
D:/study/iris/CASIA-Iris-Thousand\169\L\S5169L09.jpg,169
D:/study/iris/CASIA-Iris-Thousand\634\L\S5634L03.jpg,634
D:/study/iris/CASIA-Iris-Thousand\774\R\S5774R01.jpg,774
D:/study/iris/CASIA-Iris-Thousand\057\L\S5057L06.jpg,57
D:/study/iris/CASIA-Iris-Thousand\902\R\S5902R07.jpg,902
D:/study/iris/CASIA-Iris-Thousand\653\R\S5653R05.jpg,653
D:/study/iris/CASIA-Iris-Thousand\174\L\S5174L02.jpg,174
D:/study/iris/CASIA-Iris-Thousand\779\L\S5779L06.jpg,779
D:/study/iris/CASIA-Iris-Thousand\783\L\S5783L04.jpg,783
D:/study/iris/CASIA-Iris-Thousand\243\R\S5243R06.jpg,243
D:/study/iris/CASIA-Iris-Thousand\965\L\S5965L04.jpg,965
D:/study/iris/CASIA-Iris-Thousand\490\R\S5490R02.jpg,490
D:/study/iris/CASIA-Iris-Thousand\505\L\S5505L06.jpg,505
D:/study/iris/CASIA-Iris-Thousand\478\R\S5478R09.jpg,478
D:/study/iris/CASIA-Iris-Thousand\629\L\S5629L03.jpg,629
D:/study/iris/CASIA-Iris-Thousand\627\R\S5627R01.jpg,627
D:/study/iris/CASIA-Iris-Thousand\181\L\S5181L06.jpg,181
D:/study/iris/CASIA-Iris-Thousand\151\R\S5151R00.jpg,151
D:/study/iris/CASIA-Iris-Thousand\500\R\S5500R03.jpg,500
D:/study/iris/CASIA-Iris-Thousand\529\L\S5529L02.jpg,529
D:/study/iris/CASIA-Iris-Thousand\278\R\S5278R06.jpg,278
D:/study/iris/CASIA-Iris-Thousand\026\R\S5026R03.jpg,26
D:/study/iris/CASIA-Iris-Thousand\512\L\S5512L06.jpg,512
D:/study/iris/CASIA-Iris-Thousand\781\R\S5781R01.jpg,781
D:/study/iris/CASIA-Iris-Thousand\934\L\S5934L04.jpg,934
D:/study/iris/CASIA-Iris-Thousand\355\R\S5355R00.jpg,355
D:/study/iris/CASIA-Iris-Thousand\495\L\S5495L09.jpg,495
D:/study/iris/CASIA-Iris-Thousand\416\R\S5416R04.jpg,416
D:/study/iris/CASIA-Iris-Thousand\175\L\S5175L07.jpg,175
D:/study/iris/CASIA-Iris-Thousand\755\L\S5755L01.jpg,755
D:/study/iris/CASIA-Iris-Thousand\246\R\S5246R08.jpg,246
D:/study/iris/CASIA-Iris-Thousand\090\R\S5090R04.jpg,90
D:/study/iris/CASIA-Iris-Thousand\187\L\S5187L02.jpg,187
D:/study/iris/CASIA-Iris-Thousand\558\L\S5558L04.jpg,558
D:/study/iris/CASIA-Iris-Thousand\872\L\S5872L09.jpg,872
D:/study/iris/CASIA-Iris-Thousand\149\R\S5149R00.jpg,149
D:/study/iris/CASIA-Iris-Thousand\147\L\S5147L08.jpg,147
D:/study/iris/CASIA-Iris-Thousand\414\L\S5414L08.jpg,414
D:/study/iris/CASIA-Iris-Thousand\563\L\S5563L00.jpg,563
D:/study/iris/CASIA-Iris-Thousand\902\R\S5902R05.jpg,902
D:/study/iris/CASIA-Iris-Thousand\795\L\S5795L08.jpg,795
D:/study/iris/CASIA-Iris-Thousand\330\R\S5330R03.jpg,330
D:/study/iris/CASIA-Iris-Thousand\839\L\S5839L00.jpg,839
D:/study/iris/CASIA-Iris-Thousand\231\L\S5231L03.jpg,231
D:/study/iris/CASIA-Iris-Thousand\916\R\S5916R06.jpg,916
D:/study/iris/CASIA-Iris-Thousand\307\L\S5307L08.jpg,307
D:/study/iris/CASIA-Iris-Thousand\802\L\S5802L00.jpg,802
D:/study/iris/CASIA-Iris-Thousand\032\R\S5032R08.jpg,32
D:/study/iris/CASIA-Iris-Thousand\611\R\S5611R09.jpg,611
D:/study/iris/CASIA-Iris-Thousand\233\L\S5233L02.jpg,233
D:/study/iris/CASIA-Iris-Thousand\629\R\S5629R00.jpg,629
D:/study/iris/CASIA-Iris-Thousand\988\R\S5988R09.jpg,988
D:/study/iris/CASIA-Iris-Thousand\329\L\S5329L04.jpg,329
D:/study/iris/CASIA-Iris-Thousand\438\R\S5438R01.jpg,438
D:/study/iris/CASIA-Iris-Thousand\118\L\S5118L02.jpg,118
D:/study/iris/CASIA-Iris-Thousand\867\L\S5867L02.jpg,867
D:/study/iris/CASIA-Iris-Thousand\679\L\S5679L00.jpg,679
D:/study/iris/CASIA-Iris-Thousand\927\R\S5927R02.jpg,927
D:/study/iris/CASIA-Iris-Thousand\641\L\S5641L07.jpg,641
D:/study/iris/CASIA-Iris-Thousand\074\R\S5074R08.jpg,74
D:/study/iris/CASIA-Iris-Thousand\535\R\S5535R01.jpg,535
D:/study/iris/CASIA-Iris-Thousand\119\R\S5119R08.jpg,119
D:/study/iris/CASIA-Iris-Thousand\945\R\S5945R07.jpg,945
D:/study/iris/CASIA-Iris-Thousand\649\R\S5649R03.jpg,649
D:/study/iris/CASIA-Iris-Thousand\041\L\S5041L07.jpg,41
D:/study/iris/CASIA-Iris-Thousand\051\R\S5051R01.jpg,51
D:/study/iris/CASIA-Iris-Thousand\471\R\S5471R03.jpg,471
D:/study/iris/CASIA-Iris-Thousand\529\R\S5529R04.jpg,529
D:/study/iris/CASIA-Iris-Thousand\784\R\S5784R02.jpg,784
D:/study/iris/CASIA-Iris-Thousand\786\L\S5786L08.jpg,786
D:/study/iris/CASIA-Iris-Thousand\114\L\S5114L04.jpg,114
D:/study/iris/CASIA-Iris-Thousand\795\R\S5795R07.jpg,795
D:/study/iris/CASIA-Iris-Thousand\615\R\S5615R00.jpg,615
D:/study/iris/CASIA-Iris-Thousand\453\R\S5453R01.jpg,453
D:/study/iris/CASIA-Iris-Thousand\090\L\S5090L04.jpg,90
D:/study/iris/CASIA-Iris-Thousand\193\R\S5193R01.jpg,193
D:/study/iris/CASIA-Iris-Thousand\351\R\S5351R07.jpg,351
D:/study/iris/CASIA-Iris-Thousand\431\L\S5431L03.jpg,431
D:/study/iris/CASIA-Iris-Thousand\532\L\S5532L08.jpg,532
D:/study/iris/CASIA-Iris-Thousand\329\L\S5329L08.jpg,329
D:/study/iris/CASIA-Iris-Thousand\154\R\S5154R02.jpg,154
D:/study/iris/CASIA-Iris-Thousand\188\R\S5188R07.jpg,188
D:/study/iris/CASIA-Iris-Thousand\823\R\S5823R07.jpg,823
D:/study/iris/CASIA-Iris-Thousand\880\L\S5880L01.jpg,880
D:/study/iris/CASIA-Iris-Thousand\681\R\S5681R03.jpg,681
D:/study/iris/CASIA-Iris-Thousand\997\R\S5997R09.jpg,997
D:/study/iris/CASIA-Iris-Thousand\918\R\S5918R00.jpg,918
D:/study/iris/CASIA-Iris-Thousand\587\L\S5587L01.jpg,587
D:/study/iris/CASIA-Iris-Thousand\626\L\S5626L07.jpg,626
D:/study/iris/CASIA-Iris-Thousand\750\R\S5750R09.jpg,750
D:/study/iris/CASIA-Iris-Thousand\447\L\S5447L09.jpg,447
D:/study/iris/CASIA-Iris-Thousand\250\L\S5250L09.jpg,250
D:/study/iris/CASIA-Iris-Thousand\734\L\S5734L08.jpg,734
D:/study/iris/CASIA-Iris-Thousand\587\L\S5587L08.jpg,587
D:/study/iris/CASIA-Iris-Thousand\130\L\S5130L09.jpg,130
D:/study/iris/CASIA-Iris-Thousand\921\R\S5921R05.jpg,921
D:/study/iris/CASIA-Iris-Thousand\298\L\S5298L08.jpg,298
D:/study/iris/CASIA-Iris-Thousand\953\R\S5953R04.jpg,953
D:/study/iris/CASIA-Iris-Thousand\343\R\S5343R03.jpg,343
D:/study/iris/CASIA-Iris-Thousand\523\L\S5523L00.jpg,523
D:/study/iris/CASIA-Iris-Thousand\229\R\S5229R09.jpg,229
D:/study/iris/CASIA-Iris-Thousand\938\R\S5938R04.jpg,938
D:/study/iris/CASIA-Iris-Thousand\021\R\S5021R07.jpg,21
D:/study/iris/CASIA-Iris-Thousand\520\R\S5520R07.jpg,520
D:/study/iris/CASIA-Iris-Thousand\290\R\S5290R01.jpg,290
